time_s,ae
0.261,7.1e-05
0.262,7.1e-05
0.263,7.1e-05
0.264,7.1e-05
0.265,7.1e-05
0.266,7.1e-05
0.267,7.1e-05
0.268,7.1e-05
0.269,7.1e-05
0.27,7.1e-05
0.271,7.1e-05
0.272,7.1e-05
0.273,7.1e-05
0.274,7.1e-05
0.275,7.1e-05
0.276,7.1e-05
0.277,7.1e-05
0.278,7.1e-05
0.279,7.1e-05
0.28,7.1e-05
0.281,7.1e-05
0.282,7.1e-05
0.283,7.1e-05
0.284,7.1e-05
0.285,7.1e-05
0.286,7.1e-05
0.287,7.1e-05
0.288,7.1e-05
0.289,7.1e-05
0.29,7.1e-05
0.291,7.1e-05
0.292,7.1e-05
0.293,7.1e-05
0.294,7.1e-05
0.295,7.1e-05
0.296,7.1e-05
0.297,7.1e-05
0.298,7.1e-05
0.299,7.1e-05
0.3,7.1e-05
0.301,7.1e-05
0.302,7.1e-05
0.303,7.1e-05
0.304,7.1e-05
0.305,7.1e-05
0.306,7.1e-05
0.307,7.1e-05
0.308,7.1e-05
0.309,7.1e-05
0.31,7.1e-05
0.311,7.1e-05
0.312,7.1e-05
0.313,7.1e-05
0.314,7.1e-05
0.315,7.1e-05
0.316,7.1e-05
0.317,7.1e-05
0.318,7.1e-05
0.319,7.1e-05
0.32,7.1e-05
0.321,7.1e-05
0.322,7.1e-05
0.323,7.1e-05
0.324,7.1e-05
0.325,7.1e-05
0.326,7.1e-05
0.327,7.1e-05
0.328,7.1e-05
0.329,7.1e-05
0.33,7.1e-05
0.331,7.1e-05
0.332,7.1e-05
0.333,7.1e-05
0.334,7.1e-05
0.335,7.1e-05
0.336,7.1e-05
0.337,7.1e-05
0.338,7.1e-05
0.339,7.1e-05
0.34,7.1e-05
0.341,7.1e-05
0.342,7.1e-05
0.343,7.1e-05
0.344,7.1e-05
0.345,7.1e-05
0.346,7.1e-05
0.347,7.1e-05
0.348,7.1e-05
0.349,7.1e-05
0.35,7.1e-05
0.351,7.1e-05
0.352,7.1e-05
0.353,7.1e-05
0.354,7.1e-05
0.355,7.1e-05
0.356,7.1e-05
0.357,7.1e-05
0.358,7.1e-05
0.359,7.1e-05
0.36,7.1e-05
0.361,7.1e-05
0.362,7.1e-05
0.363,7.1e-05
0.364,7.1e-05
0.365,7.1e-05
0.366,7.1e-05
0.367,7.1e-05
0.368,7.1e-05
0.369,7.1e-05
0.37,7.1e-05
0.371,7.1e-05
0.372,7.1e-05
0.373,7.1e-05
0.374,7.1e-05
0.375,7.1e-05
0.376,7.1e-05
0.377,7.1e-05
0.378,7.1e-05
0.379,7.1e-05
0.38,7.1e-05
0.381,7.1e-05
0.382,7.1e-05
0.383,7.1e-05
0.384,7.1e-05
0.385,7.1e-05
0.386,7.1e-05
0.387,7.1e-05
0.388,7.1e-05
0.389,7.1e-05
0.39,7.1e-05
0.391,7.1e-05
0.392,7.1e-05
0.393,7.1e-05
0.394,7.1e-05
0.395,7.1e-05
0.396,7.1e-05
0.397,7.1e-05
0.398,7.1e-05
0.399,7.1e-05
0.4,7.1e-05
0.401,7.1e-05
0.402,7.1e-05
0.403,7.1e-05
0.404,7.1e-05
0.405,7.1e-05
0.406,7.1e-05
0.407,7.1e-05
0.408,7.1e-05
0.409,7.1e-05
0.41,7.1e-05
0.411,7.1e-05
0.412,7.1e-05
0.413,7.1e-05
0.414,7.1e-05
0.415,7.1e-05
0.416,7.1e-05
0.417,7.1e-05
0.418,7.1e-05
0.419,7.1e-05
0.42,7.1e-05
0.421,7.1e-05
0.422,7.1e-05
0.423,7.1e-05
0.424,7.1e-05
0.425,7.1e-05
0.426,7.1e-05
0.427,7.1e-05
0.428,7.1e-05
0.429,7.1e-05
0.43,7.1e-05
0.431,7.1e-05
0.432,7.1e-05
0.433,7.1e-05
0.434,7.1e-05
0.435,7.1e-05
0.436,7.1e-05
0.437,7.1e-05
0.438,7.1e-05
0.439,7.1e-05
0.44,7.1e-05
0.441,7.1e-05
0.442,7.1e-05
0.443,7.1e-05
0.444,7.1e-05
0.445,7.1e-05
0.446,7.1e-05
0.447,7.1e-05
0.448,7.1e-05
0.449,7.1e-05
0.45,7.1e-05
0.451,7.1e-05
0.452,7.1e-05
0.453,7.1e-05
0.454,7.1e-05
0.455,7.1e-05
0.456,7.1e-05
0.457,7.1e-05
0.458,7.1e-05
0.459,7.1e-05
0.46,7.1e-05
0.461,7.1e-05
0.462,7.1e-05
0.463,7.1e-05
0.464,7.1e-05
0.465,7.1e-05
0.466,7.1e-05
0.467,7.1e-05
0.468,7.1e-05
0.469,7.1e-05
0.47,7.1e-05
0.471,7.1e-05
0.472,7.1e-05
0.473,7.1e-05
0.474,7.1e-05
0.475,7.1e-05
0.476,7.1e-05
0.477,7.1e-05
0.478,7.1e-05
0.479,7.1e-05
0.48,7.1e-05
0.481,7.1e-05
0.482,7.1e-05
0.483,7.1e-05
0.484,7.1e-05
0.485,7.1e-05
0.486,7.1e-05
0.487,7.1e-05
0.488,7.1e-05
0.489,7.1e-05
0.49,7.1e-05
0.491,7.1e-05
0.492,7.1e-05
0.493,7.1e-05
0.494,7.1e-05
0.495,7.1e-05
0.496,7.1e-05
0.497,7.1e-05
0.498,7.1e-05
0.499,7.1e-05
0.5,7.1e-05
0.501,7.1e-05
0.502,7.1e-05
0.503,7.1e-05
0.504,7.1e-05
0.505,7.1e-05
0.506,7.1e-05
0.507,7.1e-05
0.508,7.1e-05
0.509,7.1e-05
0.51,7.1e-05
0.511,7.1e-05
0.512,7.1e-05
0.513,7.1e-05
0.514,7.1e-05
0.515,7.1e-05
0.516,7.1e-05
0.517,7.1e-05
0.518,7.1e-05
0.519,7.1e-05
0.52,7.1e-05
0.521,7.1e-05
0.522,7.1e-05
0.523,7.1e-05
0.524,7.1e-05
0.525,7.1e-05
0.526,7.1e-05
0.527,7.1e-05
0.528,7.1e-05
0.529,7.1e-05
0.53,7.1e-05
0.531,7.1e-05
0.532,7.1e-05
0.533,7.1e-05
0.534,7.1e-05
0.535,7.1e-05
0.536,7.1e-05
0.537,7.1e-05
0.538,7.1e-05
0.539,7.1e-05
0.54,7.1e-05
0.541,7.1e-05
0.542,7.1e-05
0.543,7.1e-05
0.544,7.1e-05
0.545,7.1e-05
0.546,7.1e-05
0.547,7.1e-05
0.548,7.1e-05
0.549,7.1e-05
0.55,7.1e-05
0.551,7.1e-05
0.552,7.1e-05
0.553,7.1e-05
0.554,7.1e-05
0.555,7.1e-05
0.556,7.1e-05
0.557,7.1e-05
0.558,7.1e-05
0.559,7.1e-05
0.56,7.1e-05
0.561,7.1e-05
0.562,7.1e-05
0.563,7.1e-05
0.564,7.1e-05
0.565,7.1e-05
0.566,7.1e-05
0.567,7.1e-05
0.568,7.1e-05
0.569,7.1e-05
0.57,7.1e-05
0.571,7.1e-05
0.572,7.1e-05
0.573,7.1e-05
0.574,7.1e-05
0.575,7.1e-05
0.576,7.1e-05
0.577,7.1e-05
0.578,7.1e-05
0.579,7.1e-05
0.58,7.1e-05
0.581,7.1e-05
0.582,7.1e-05
0.583,7.1e-05
0.584,7.1e-05
0.585,7.1e-05
0.586,7.1e-05
0.587,7.1e-05
0.588,7.1e-05
0.589,7.1e-05
0.59,7.1e-05
0.591,7.1e-05
0.592,7.1e-05
0.593,7.1e-05
0.594,7.1e-05
0.595,7.1e-05
0.596,7.1e-05
0.597,7.1e-05
0.598,7.1e-05
0.599,7.1e-05
0.6,7.1e-05
0.601,7.1e-05
0.602,7.1e-05
0.603,7.1e-05
0.604,7.1e-05
0.605,7.1e-05
0.606,7.1e-05
0.607,7.1e-05
0.608,7.1e-05
0.609,7.1e-05
0.61,7.1e-05
0.611,7.1e-05
0.612,7.1e-05
0.613,7.1e-05
0.614,7.1e-05
0.615,7.1e-05
0.616,7.1e-05
0.617,7.1e-05
0.618,7.1e-05
0.619,7.1e-05
0.62,7.1e-05
0.621,7.1e-05
0.622,7.1e-05
0.623,7.1e-05
0.624,7.1e-05
0.625,7.1e-05
0.626,7.1e-05
0.627,7.1e-05
0.628,7.1e-05
0.629,7.1e-05
0.63,7.1e-05
0.631,7.1e-05
0.632,7.1e-05
0.633,7.1e-05
0.634,7.1e-05
0.635,7.1e-05
0.636,7.1e-05
0.637,7.1e-05
0.638,7.1e-05
0.639,7.1e-05
0.64,7.1e-05
0.641,7.1e-05
0.642,7.1e-05
0.643,7.1e-05
0.644,7.1e-05
0.645,7.1e-05
0.646,7.1e-05
0.647,7.1e-05
0.648,7.1e-05
0.649,7.1e-05
0.65,7.1e-05
0.651,7.1e-05
0.652,7.1e-05
0.653,7.1e-05
0.654,7.1e-05
0.655,7.1e-05
0.656,7.1e-05
0.657,7.1e-05
0.658,7.1e-05
0.659,7.1e-05
0.66,7.1e-05
0.661,7.1e-05
0.662,7.1e-05
0.663,7.1e-05
0.664,7.1e-05
0.665,7.1e-05
0.666,7.1e-05
0.667,7.1e-05
0.668,7.1e-05
0.669,7.1e-05
0.67,7.1e-05
0.671,7.1e-05
0.672,7.1e-05
0.673,7.1e-05
0.674,7.1e-05
0.675,7.1e-05
0.676,7.1e-05
0.677,7.1e-05
0.678,7.1e-05
0.679,7.1e-05
0.68,7.1e-05
0.681,7.1e-05
0.682,7.1e-05
0.683,7.1e-05
0.684,7.1e-05
0.685,7.1e-05
0.686,7.1e-05
0.687,7.1e-05
0.688,7.1e-05
0.689,7.1e-05
0.69,7.1e-05
0.691,7.1e-05
0.692,7.1e-05
0.693,7.1e-05
0.694,7.1e-05
0.695,7.1e-05
0.696,7.1e-05
0.697,7.1e-05
0.698,7.1e-05
0.699,7.1e-05
0.7,7.1e-05
0.701,7.1e-05
0.702,7.1e-05
0.703,7.1e-05
0.704,7.1e-05
0.705,7.1e-05
0.706,7.1e-05
0.707,7.1e-05
0.708,7.1e-05
0.709,7.1e-05
0.71,7.1e-05
0.711,7.1e-05
0.712,7.1e-05
0.713,7.1e-05
0.714,7.1e-05
0.715,7.1e-05
0.716,7.1e-05
0.717,7.1e-05
0.718,7.1e-05
0.719,7.1e-05
0.72,7.1e-05
0.721,7.1e-05
0.722,7.1e-05
0.723,7.1e-05
0.724,7.1e-05
0.725,7.1e-05
0.726,7.1e-05
0.727,7.1e-05
0.728,7.1e-05
0.729,7.1e-05
0.73,7.1e-05
0.731,7.1e-05
0.732,7.1e-05
0.733,7.1e-05
0.734,7.1e-05
0.735,7.1e-05
0.736,7.1e-05
0.737,7.1e-05
0.738,7.1e-05
0.739,7.1e-05
0.74,7.1e-05
0.741,7.1e-05
0.742,7.1e-05
0.743,7.1e-05
0.744,7.1e-05
0.745,7.1e-05
0.746,7.1e-05
0.747,7.1e-05
0.748,7.1e-05
0.749,7.1e-05
0.75,7.1e-05
0.751,7.1e-05
0.752,7.1e-05
0.753,7.1e-05
0.754,7.1e-05
0.755,7.1e-05
0.756,7.1e-05
0.757,7.1e-05
0.758,7.1e-05
0.759,7.1e-05
0.76,7.1e-05
0.761,7.1e-05
0.762,7.1e-05
0.763,7.1e-05
0.764,7.1e-05
0.765,7.1e-05
0.766,7.1e-05
0.767,7.1e-05
0.768,7.1e-05
0.769,7.1e-05
0.77,7.1e-05
0.771,7.1e-05
0.772,7.1e-05
0.773,7.1e-05
0.774,7.1e-05
0.775,7.1e-05
0.776,7.1e-05
0.777,7.1e-05
0.778,7.1e-05
0.779,7.1e-05
0.78,7.1e-05
0.781,7.1e-05
0.782,7.1e-05
0.783,7.1e-05
0.784,7.1e-05
0.785,7.1e-05
0.786,7.1e-05
0.787,7.1e-05
0.788,7.1e-05
0.789,7.1e-05
0.79,7.1e-05
0.791,7.1e-05
0.792,7.1e-05
0.793,7.1e-05
0.794,7.1e-05
0.795,7.1e-05
0.796,7.1e-05
0.797,7.1e-05
0.798,7.1e-05
0.799,7.1e-05
0.8,7.1e-05
0.801,7.1e-05
0.802,7.1e-05
0.803,7.1e-05
0.804,7.1e-05
0.805,7.1e-05
0.806,7.1e-05
0.807,7.1e-05
0.808,7.1e-05
0.809,7.1e-05
0.81,7.1e-05
0.811,7.1e-05
0.812,7.1e-05
0.813,7.1e-05
0.814,7.1e-05
0.815,7.1e-05
0.816,7.1e-05
0.817,7.1e-05
0.818,7.1e-05
0.819,7.1e-05
0.82,7.1e-05
0.821,7.1e-05
0.822,7.1e-05
0.823,7.1e-05
0.824,7.1e-05
0.825,7.1e-05
0.826,7.1e-05
0.827,7.1e-05
0.828,7.1e-05
0.829,7.1e-05
0.83,7.1e-05
0.831,7.1e-05
0.832,7.1e-05
0.833,7.1e-05
0.834,7.1e-05
0.835,7.1e-05
0.836,7.1e-05
0.837,7.1e-05
0.838,7.1e-05
0.839,7.1e-05
0.84,7.1e-05
0.841,7.1e-05
0.842,7.1e-05
0.843,7.1e-05
0.844,7.1e-05
0.845,7.1e-05
0.846,7.1e-05
0.847,7.1e-05
0.848,7.1e-05
0.849,7.1e-05
0.85,7.1e-05
0.851,7.1e-05
0.852,7.1e-05
0.853,7.1e-05
0.854,7.1e-05
0.855,7.1e-05
0.856,7.1e-05
0.857,7.1e-05
0.858,7.1e-05
0.859,7.1e-05
0.86,7.1e-05
0.861,7.1e-05
0.862,7.1e-05
0.863,7.1e-05
0.864,7.1e-05
0.865,7.1e-05
0.866,7.1e-05
0.867,7.1e-05
0.868,7.1e-05
0.869,7.1e-05
0.87,7.1e-05
0.871,7.1e-05
0.872,7.1e-05
0.873,7.1e-05
0.874,7.1e-05
0.875,7.1e-05
0.876,7.1e-05
0.877,7.1e-05
0.878,7.1e-05
0.879,7.1e-05
0.88,7.1e-05
0.881,7.1e-05
0.882,7.1e-05
0.883,7.1e-05
0.884,7.1e-05
0.885,7.1e-05
0.886,7.1e-05
0.887,7.1e-05
0.888,7.1e-05
0.889,7.1e-05
0.89,7.1e-05
0.891,7.1e-05
0.892,7.1e-05
0.893,7.1e-05
0.894,7.1e-05
0.895,7.1e-05
0.896,7.1e-05
0.897,7.1e-05
0.898,7.1e-05
0.899,7.1e-05
0.9,7.1e-05
0.901,7.1e-05
0.902,7.1e-05
0.903,7.1e-05
0.904,7.1e-05
0.905,7.1e-05
0.906,7.1e-05
0.907,7.1e-05
0.908,7.1e-05
0.909,7.1e-05
0.91,7.1e-05
0.911,7.1e-05
0.912,7.1e-05
0.913,7.1e-05
0.914,7.1e-05
0.915,7.1e-05
0.916,7.1e-05
0.917,7.1e-05
0.918,7.1e-05
0.919,7.1e-05
0.92,7.1e-05
0.921,7.1e-05
0.922,7.1e-05
0.923,7.1e-05
0.924,7.1e-05
0.925,7.1e-05
0.926,7.1e-05
0.927,7.1e-05
0.928,7.1e-05
0.929,7.1e-05
0.93,7.1e-05
0.931,7.1e-05
0.932,7.1e-05
0.933,7.1e-05
0.934,7.1e-05
0.935,7.1e-05
0.936,7.1e-05
0.937,7.1e-05
0.938,7.1e-05
0.939,7.1e-05
0.94,7.1e-05
0.941,7.1e-05
0.942,7.1e-05
0.943,7.1e-05
0.944,7.1e-05
0.945,7.1e-05
0.946,7.1e-05
0.947,7.1e-05
0.948,7.1e-05
0.949,7.1e-05
0.95,7.1e-05
0.951,7.1e-05
0.952,7.1e-05
0.953,7.1e-05
0.954,7.1e-05
0.955,7.1e-05
0.956,7.1e-05
0.957,7.1e-05
0.958,7.1e-05
0.959,7.1e-05
0.96,7.1e-05
0.961,7.1e-05
0.962,7.1e-05
0.963,7.1e-05
0.964,7.1e-05
0.965,7.1e-05
0.966,7.1e-05
0.967,7.1e-05
0.968,7.1e-05
0.969,7.1e-05
0.97,7.1e-05
0.971,7.1e-05
0.972,7.1e-05
0.973,7.1e-05
0.974,7.1e-05
0.975,7.1e-05
0.976,7.1e-05
0.977,7.1e-05
0.978,7.1e-05
0.979,7.1e-05
0.98,7.1e-05
0.981,7.1e-05
0.982,7.1e-05
0.983,7.1e-05
0.984,7.1e-05
0.985,7.1e-05
0.986,7.1e-05
0.987,7.1e-05
0.988,7.1e-05
0.989,7.1e-05
0.99,7.1e-05
0.991,7.1e-05
0.992,7.1e-05
0.993,7.1e-05
0.994,7.1e-05
0.995,7.1e-05
0.996,7.1e-05
0.997,7.1e-05
0.998,7.1e-05
0.999,7.1e-05
1.0,7.1e-05
1.001,7.1e-05
1.002,7.1e-05
1.003,7.1e-05
1.004,7.1e-05
1.005,7.1e-05
1.006,7.1e-05
1.007,7.1e-05
1.008,7.1e-05
1.009,7.1e-05
1.01,7.1e-05
1.011,7.1e-05
1.012,7.1e-05
1.013,7.1e-05
1.014,7.1e-05
1.015,7.1e-05
1.016,7.1e-05
1.017,7.1e-05
1.018,7.1e-05
1.019,7.1e-05
1.02,7.1e-05
1.021,7.1e-05
1.022,7.1e-05
1.023,7.1e-05
1.024,7.1e-05
1.025,7.1e-05
1.026,7.1e-05
1.027,7.1e-05
1.028,7.1e-05
1.029,7.1e-05
1.03,7.1e-05
1.031,7.1e-05
1.032,7.1e-05
1.033,7.1e-05
1.034,7.1e-05
1.035,7.1e-05
1.036,7.1e-05
1.037,7.1e-05
1.038,7.1e-05
1.039,7.1e-05
1.04,7.1e-05
1.041,7.1e-05
1.042,7.1e-05
1.043,7.1e-05
1.044,7.1e-05
1.045,7.1e-05
1.046,7.1e-05
1.047,7.1e-05
1.048,7.1e-05
1.049,7.1e-05
1.05,7.1e-05
1.051,7.1e-05
1.052,7.1e-05
1.053,7.1e-05
1.054,7.1e-05
1.055,7.1e-05
1.056,7.1e-05
1.057,7.1e-05
1.058,7.1e-05
1.059,7.1e-05
1.06,7.1e-05
1.061,7.1e-05
1.062,7.1e-05
1.063,7.1e-05
1.064,7.1e-05
1.065,7.1e-05
1.066,7.1e-05
1.067,7.1e-05
1.068,7.1e-05
1.069,7.1e-05
1.07,7.1e-05
1.071,7.1e-05
1.072,7.1e-05
1.073,7.1e-05
1.074,7.1e-05
1.075,7.1e-05
1.076,7.1e-05
1.077,7.1e-05
1.078,7.1e-05
1.079,7.1e-05
1.08,7.1e-05
1.081,7.1e-05
1.082,7.1e-05
1.083,7.1e-05
1.084,7.1e-05
1.085,7.1e-05
1.086,7.1e-05
1.087,7.1e-05
1.088,7.1e-05
1.089,7.1e-05
1.09,7.1e-05
1.091,7.1e-05
1.092,7.1e-05
1.093,7.1e-05
1.094,7.1e-05
1.095,7.1e-05
1.096,7.1e-05
1.097,7.1e-05
1.098,7.1e-05
1.099,7.1e-05
1.1,7.1e-05
1.101,7.1e-05
1.102,7.1e-05
1.103,7.1e-05
1.104,7.1e-05
1.105,7.1e-05
1.106,7.1e-05
1.107,7.1e-05
1.108,7.1e-05
1.109,7.1e-05
1.11,7.1e-05
1.111,7.1e-05
1.112,7.1e-05
1.113,7.1e-05
1.114,7.1e-05
1.115,7.1e-05
1.116,7.1e-05
1.117,7.1e-05
1.118,7.1e-05
1.119,7.1e-05
1.12,7.1e-05
1.121,7.1e-05
1.122,7.1e-05
1.123,7.1e-05
1.124,7.1e-05
1.125,7.1e-05
1.126,7.1e-05
1.127,7.1e-05
1.128,7.1e-05
1.129,7.1e-05
1.13,7.1e-05
1.131,7.1e-05
1.132,7.1e-05
1.133,7.1e-05
1.134,7.1e-05
1.135,7.1e-05
1.136,7.1e-05
1.137,7.1e-05
1.138,7.1e-05
1.139,7.1e-05
1.14,7.1e-05
1.141,7.1e-05
1.142,7.1e-05
1.143,7.1e-05
1.144,7.1e-05
1.145,7.1e-05
1.146,7.1e-05
1.147,7.1e-05
1.148,7.1e-05
1.149,7.1e-05
1.15,7.1e-05
1.151,7.1e-05
1.152,7.1e-05
1.153,7.1e-05
1.154,7.1e-05
1.155,7.1e-05
1.156,7.1e-05
1.157,7.1e-05
1.158,7.1e-05
1.159,7.1e-05
1.16,7.1e-05
1.161,7.1e-05
1.162,7.1e-05
1.163,7.1e-05
1.164,7.1e-05
1.165,7.1e-05
1.166,7.1e-05
1.167,7.1e-05
1.168,7.1e-05
1.169,7.1e-05
1.17,7.1e-05
1.171,7.1e-05
1.172,7.1e-05
1.173,7.1e-05
1.174,7.1e-05
1.175,7.1e-05
1.176,7.1e-05
1.177,7.1e-05
1.178,7.1e-05
1.179,7.1e-05
1.18,7.1e-05
1.181,7.1e-05
1.182,7.1e-05
1.183,7.1e-05
1.184,7.1e-05
1.185,7.1e-05
1.186,7.1e-05
1.187,7.1e-05
1.188,7.1e-05
1.189,7.1e-05
1.19,7.1e-05
1.191,7.1e-05
1.192,7.1e-05
1.193,7.1e-05
1.194,7.1e-05
1.195,7.1e-05
1.196,7.1e-05
1.197,7.1e-05
1.198,7.1e-05
1.199,7.1e-05
1.2,7.1e-05
1.201,7.1e-05
1.202,7.1e-05
1.203,7.1e-05
1.204,7.1e-05
1.205,7.1e-05
1.206,7.1e-05
1.207,7.1e-05
1.208,7.1e-05
1.209,7.1e-05
1.21,7.1e-05
1.211,7.1e-05
1.212,7.1e-05
1.213,7.1e-05
1.214,7.1e-05
1.215,7.1e-05
1.216,7.1e-05
1.217,7.1e-05
1.218,7.1e-05
1.219,7.1e-05
1.22,7.1e-05
1.221,7.1e-05
1.222,7.1e-05
1.223,7.1e-05
1.224,7.1e-05
1.225,7.1e-05
1.226,7.1e-05
1.227,7.1e-05
1.228,7.1e-05
1.229,7.1e-05
1.23,7.1e-05
1.231,7.1e-05
1.232,7.1e-05
1.233,7.1e-05
1.234,7.1e-05
1.235,7.1e-05
1.236,7.1e-05
1.237,7.1e-05
1.238,7.1e-05
1.239,7.1e-05
1.24,7.1e-05
1.241,7.1e-05
1.242,7.1e-05
1.243,7.1e-05
1.244,7.1e-05
1.245,7.1e-05
1.246,7.1e-05
1.247,7.1e-05
1.248,7.1e-05
1.249,7.1e-05
1.25,7.1e-05
1.251,7.1e-05
1.252,7.1e-05
1.253,7.1e-05
1.254,7.1e-05
1.255,7.1e-05
1.256,7.1e-05
1.257,7.1e-05
1.258,7.1e-05
1.259,7.1e-05
1.26,7.1e-05
1.261,7.1e-05
1.262,7.1e-05
1.263,7.1e-05
1.264,7.1e-05
1.265,7.1e-05
1.266,7.1e-05
1.267,7.1e-05
1.268,7.1e-05
1.269,7.1e-05
1.27,7.1e-05
1.271,7.1e-05
1.272,7.1e-05
1.273,7.1e-05
1.274,7.1e-05
1.275,7.1e-05
1.276,7.1e-05
1.277,7.1e-05
1.278,7.1e-05
1.279,7.1e-05
1.28,7.1e-05
1.281,7.1e-05
1.282,7.1e-05
1.283,7.1e-05
