time_s,u,y,cr,pe,rmse
0.0,0.0,-7.1e-05,-0.054947,0.0,0
0.000999,0.0,-7.1e-05,-0.054947,0.0,0
0.001999,0.0,-7.1e-05,-0.164841,0.0,0
0.003,0.0,-7.1e-05,-0.054947,0.0,0
0.003998,0.0,-7.1e-05,-0.054947,0.0,0
0.004998,0.0,-7.1e-05,-0.164841,0.0,0
0.005998,0.0,-7.1e-05,-0.054947,0.0,0
0.006999,0.0,-7.1e-05,-0.054947,0.0,0
0.007996,0.0,-7.1e-05,-0.054947,0.0,0
0.008996,0.0,-7.1e-05,0.054947,0.0,0
0.009996,0.0,-7.1e-05,-0.164841,0.0,0
0.010997,0.0,-7.1e-05,-0.054947,0.0,0
0.011997,0.0,-7.1e-05,-0.054947,0.0,0
0.012996,0.0,-7.1e-05,-0.054947,0.0,0
0.013996,0.0,-7.1e-05,-0.054947,0.0,0
0.014996,0.0,-7.1e-05,-0.054947,0.0,0
0.015996,0.0,-7.1e-05,-0.054947,0.0,0
0.016996,0.0,-7.1e-05,-0.054947,0.0,0
0.017994,0.0,-7.1e-05,-0.054947,0.0,0
0.018994,0.0,-7.1e-05,-0.054947,0.0,0
0.019994,0.0,-7.1e-05,-0.054947,0.0,0
0.020996,0.0,-7.1e-05,-0.054947,0.0,0
0.021996,0.0,-7.1e-05,-0.054947,0.0,0
0.022994,0.0,-7.1e-05,-0.054947,0.0,0
0.023994,0.0,-7.1e-05,-0.054947,0.0,0
0.024994,0.0,-7.1e-05,-0.054947,0.0,0
0.025995,0.0,-7.1e-05,-0.054947,0.0,0
0.027004,0.0,-7.1e-05,-0.054947,0.0,0
0.028004,0.0,-7.1e-05,-0.054947,0.0,0
0.029004,0.0,-7.1e-05,0.054947,0.0,0
0.030004,0.0,-7.1e-05,0.054947,0.0,0
0.031004,0.0,-7.1e-05,-0.054947,0.0,0
0.031993,0.0,-7.1e-05,-0.054947,0.0,0
0.033003,0.0,-7.1e-05,-0.054947,0.0,0
0.034002,0.0,-7.1e-05,-0.054947,0.0,0
0.035006,0.0,-7.1e-05,-0.054947,0.0,0
0.036003,0.0,-7.1e-05,-0.054947,0.0,0
0.037007,0.0,-7.1e-05,-0.054947,0.0,0
0.038003,0.0,-7.1e-05,-0.164841,0.0,0
0.039008,0.0,-7.1e-05,-0.054947,0.0,0
0.040008,0.0,-7.1e-05,-0.164841,0.0,0
0.041006,0.0,-7.1e-05,-0.054947,0.0,0
0.042007,0.0,-7.1e-05,-0.164841,0.0,0
0.043006,0.0,-7.1e-05,-0.164841,0.0,0
0.044002,0.0,-7.1e-05,-0.054947,0.0,0
0.045002,0.0,-7.1e-05,0.054947,0.0,0
0.046004,0.0,-7.1e-05,0.054947,0.0,0
0.047005,0.0,-7.1e-05,-0.054947,0.0,0
0.048004,0.0,-7.1e-05,-0.054947,0.0,0
0.049007,0.0,-7.1e-05,-0.054947,0.0,0
0.050005,0.0,-7.1e-05,-0.054947,0.0,0
0.051005,0.0,-7.1e-05,-0.054947,0.0,0
0.052008,0.0,-7.1e-05,-0.054947,0.0,0
0.053006,0.0,-7.1e-05,-0.054947,0.0,0
0.054004,0.0,-7.1e-05,-0.274719,0.0,0
0.055003,0.0,-7.1e-05,-0.164841,0.0,0
0.056003,0.0,-7.1e-05,-0.054947,0.0,0
0.057003,0.0,-7.1e-05,-0.054947,0.0,0
0.058003,0.0,-7.1e-05,-0.054947,0.0,0
0.059004,0.0,-7.1e-05,-0.054947,0.0,0
0.060001,0.0,-7.1e-05,-0.164841,0.0,0
0.061001,0.0,-7.1e-05,-0.054947,0.0,0
0.062001,0.0,-7.1e-05,-0.164841,0.0,0
0.063003,0.0,-7.1e-05,-0.164841,0.0,0
0.064003,0.0,-7.1e-05,-0.054947,0.0,0
0.065002,0.0,-7.1e-05,-0.054947,0.0,0
0.066,0.0,-7.1e-05,-0.164841,0.0,0
0.067,0.0,-7.1e-05,0.054947,0.0,0
0.068,0.0,-7.1e-05,-0.054947,0.0,0
0.069001,0.0,-7.1e-05,0.054947,0.0,0
0.069999,0.0,-7.1e-05,-0.054947,0.0,0
0.071,0.0,-7.1e-05,-0.164841,0.0,0
0.072,0.0,-7.1e-05,-0.054947,0.0,0
0.072999,0.0,-7.1e-05,-0.054947,0.0,0
0.073999,0.0,-7.1e-05,-0.054947,0.0,0
0.075,0.0,-7.1e-05,-0.054947,0.0,0
0.075998,0.0,-7.1e-05,-0.054947,0.0,0
0.077005,0.0,-7.1e-05,-0.164841,0.0,0
0.078004,0.0,-7.1e-05,-0.054947,0.0,0
0.079002,0.0,-7.1e-05,-0.054947,0.0,0
0.08,0.0,-7.1e-05,-0.054947,0.0,0
0.080998,0.0,-7.1e-05,-0.054947,0.0,0
0.082003,0.0,-7.1e-05,-0.054947,0.0,0
0.083003,0.0,-7.1e-05,-0.054947,0.0,0
0.084003,0.0,-7.1e-05,-0.054947,0.0,0
0.085003,0.0,-7.1e-05,-0.054947,0.0,0
0.086005,0.0,-7.1e-05,-0.054947,0.0,0
0.087002,0.0,-7.1e-05,0.054947,0.0,0
0.088002,0.0,-7.1e-05,-0.164841,0.0,0
0.089,0.0,-7.1e-05,-0.054947,0.0,0
0.090002,0.0,-7.1e-05,-0.054947,0.0,0
0.091,0.0,-7.1e-05,0.054947,0.0,0
0.092,0.0,-7.1e-05,-0.054947,0.0,0
0.093002,0.0,-7.1e-05,0.054947,0.0,0
0.094003,0.0,-7.1e-05,-0.054947,0.0,0
0.095001,0.0,-7.1e-05,-0.054947,0.0,0
0.096001,0.0,-7.1e-05,-0.054947,0.0,0
0.096999,0.0,-7.1e-05,-0.164841,0.0,0
0.098001,0.0,-7.1e-05,-0.054947,0.0,0
0.099005,0.0,-7.1e-05,-0.164841,0.0,0
0.100005,0.0,-7.1e-05,-0.054947,0.0,0
