time_s,u,y,cr,pe,rmse
0.0,0.0,-0.000643,-0.274719,0.0,0
0.001004,0.0,-0.000643,-0.054947,0.0,0
0.002002,0.0,-0.000643,-0.164841,0.0,0
0.003004,0.0,-0.000643,-0.164841,0.0,0
0.003999,0.0,-0.000643,-0.164841,0.0,0
0.004999,0.0,-0.000643,-0.164841,0.0,0
0.006001,0.0,-0.000643,-0.164841,0.0,0
0.006998,0.0,-0.000643,-0.274719,0.0,0
0.008,0.0,-0.000643,-0.164841,0.0,0
0.009002,0.0,-0.000643,-0.054947,0.0,0
0.010005,0.0,-0.000643,-0.054947,0.0,0
0.011002,0.0,-0.000643,-0.054947,0.0,0
0.011998,0.0,-0.000643,-0.164841,0.0,0
0.012999,0.0,-0.000643,-0.164841,0.0,0
0.014003,0.0,-0.000643,-0.054947,0.0,0
0.015003,0.0,-0.000643,-0.054947,0.0,0
0.015997,0.0,-0.000643,-0.164841,0.0,0
0.017,0.0,-0.000643,0.054947,0.0,0
0.017997,0.0,-0.000643,-0.164841,0.0,0
0.018997,0.0,-0.000643,-0.274719,0.0,0
0.019995,0.0,-0.000643,-0.274719,0.0,0
0.020999,0.0,-0.000643,-0.054947,0.0,0
0.021996,0.0,-0.000643,-0.164841,0.0,0
0.022996,0.0,-0.000643,-0.164841,0.0,0
0.023996,0.0,-0.000643,-0.164841,0.0,0
0.024995,0.0,-0.000643,-0.164841,0.0,0
0.025995,0.0,-0.000643,-0.164841,0.0,0
0.026996,0.0,-0.000643,-0.164841,0.0,0
0.027996,0.0,-0.000643,-0.164841,0.0,0
0.028998,0.0,-0.000643,-0.054947,0.0,0
0.029993,0.0,-0.000643,0.054947,0.0,0
0.030994,0.0,-0.000643,-0.164841,0.0,0
0.031996,0.0,-0.000643,-0.054947,0.0,0
0.032997,0.0,-0.000643,-0.054947,0.0,0
0.033995,0.0,-0.000643,-0.164841,0.0,0
0.034995,0.0,-0.000643,-0.054947,0.0,0
0.035994,0.0,-0.000643,-0.164841,0.0,0
0.036992,0.0,-0.000643,-0.274719,0.0,0
0.037994,0.0,-0.000643,-0.384613,0.0,0
0.038995,0.0,-0.000643,-0.164841,0.0,0
0.039993,0.0,-0.000643,-0.164841,0.0,0
0.040992,0.0,-0.000643,-0.384613,0.0,0
0.041993,0.0,-0.000643,-0.384613,0.0,0
0.042992,0.0,-0.000643,-0.164841,0.0,0
0.043994,0.0,-0.000643,-0.054947,0.0,0
0.044992,0.0,-0.000643,-0.164841,0.0,0
0.04599,0.0,-0.000643,-0.164841,0.0,0
0.046991,0.0,-0.000643,-0.164841,0.0,0
0.04799,0.0,-0.000643,-0.164841,0.0,0
0.048989,0.0,-0.000643,-0.274719,0.0,0
0.050004,0.0,-0.000643,-0.164841,0.0,0
0.051002,0.0,-0.000643,-0.384613,0.0,0
0.052006,0.0,-0.000643,-0.164841,0.0,0
0.052999,0.0,-0.000643,-0.274719,0.0,0
0.054001,0.0,-0.000643,-0.164841,0.0,0
0.054991,0.0,-0.000643,-0.164841,0.0,0
0.056,0.0,-0.000643,-0.164841,0.0,0
0.057001,0.0,-0.000643,-0.164841,0.0,0
0.058001,0.0,-0.000643,-0.164841,0.0,0
0.059001,0.0,-0.000643,-0.164841,0.0,0
0.060002,0.0,-0.000643,-0.384613,0.0,0
0.061001,0.0,-0.000643,0.054947,0.0,0
0.062007,0.0,-0.000643,-0.054947,0.0,0
0.063003,0.0,-0.000643,-0.384613,0.0,0
0.064003,0.0,-0.000643,-0.384613,0.0,0
0.065002,0.0,-0.000643,-0.274719,0.0,0
0.066005,0.0,-0.000643,-0.054947,0.0,0
0.067002,0.0,-0.000643,-0.164841,0.0,0
0.068001,0.0,-0.000643,-0.164841,0.0,0
0.069001,0.0,-0.000643,-0.384613,0.0,0
0.069999,0.0,-0.000643,-0.274719,0.0,0
0.070999,0.0,-0.000643,-0.274719,0.0,0
0.071998,0.0,-0.000643,-0.274719,0.0,0
0.073002,0.0,-0.000643,-0.164841,0.0,0
0.074,0.0,-0.000643,-0.274719,0.0,0
0.075001,0.0,-0.000643,-0.384613,0.0,0
0.076002,0.0,-0.000643,-0.384613,0.0,0
0.076999,0.0,-0.000643,-0.274719,0.0,0
0.078001,0.0,-0.000643,-0.164841,0.0,0
0.078998,0.0,-0.000643,-0.274719,0.0,0
0.080001,0.0,-0.000643,-0.384613,0.0,0
0.081,0.0,-0.000643,-0.164841,0.0,0
0.082,0.0,-0.000643,-0.164841,0.0,0
0.082999,0.0,-0.000643,-0.384613,0.0,0
0.083998,0.0,-0.000643,-0.164841,0.0,0
0.084999,0.0,-0.000643,-0.384613,0.0,0
0.085997,0.0,-0.000643,-0.274719,0.0,0
0.087,0.0,-0.000643,-0.384613,0.0,0
0.088,0.0,-0.000643,-0.384613,0.0,0
0.088998,0.0,-0.000643,-0.384613,0.0,0
0.089997,0.0,-0.000261,-0.384613,0.0,0
0.090998,0.0,-0.000261,-0.164841,0.0,0
0.092,0.0,-0.000261,-0.384613,0.0,0
0.093002,0.0,-0.000261,-0.164841,0.0,0
0.093996,0.0,-0.000261,-0.164841,0.0,0
0.094998,0.0,-0.000261,-0.384613,0.0,0
0.095998,0.0,-0.000261,-0.384613,0.0,0
0.096998,0.0,-0.000261,-0.384613,0.0,0
0.097996,0.0,-0.000261,-0.494507,0.0,0
0.098997,0.0,-0.000261,-0.384613,0.0,0
0.1,0.0,-0.000261,-0.164841,0.0,0
0.101004,0.0,-0.000261,-0.164841,0.0,0
0.102004,0.0,-0.000261,-0.384613,0.0,0
0.102996,0.0,-0.000261,-0.384613,0.0,0
0.103997,0.0,-0.000261,-0.164841,0.0,0
0.104995,0.0,-0.000261,-0.384613,0.0,0
0.106002,0.0,-0.000261,-0.164841,0.0,0
0.107002,0.0,-0.000261,-0.384613,0.0,0
0.108002,0.0,-0.000261,-0.384613,0.0,0
0.109001,0.0,-0.000261,-0.274719,0.0,0
0.110002,0.0,-0.000261,-0.384613,0.0,0
0.111,0.0,-0.000261,-0.384613,0.0,0
0.112001,0.0,-0.000261,-0.384613,0.0,0
0.113,0.0,-0.000261,-0.274719,0.0,0
0.114001,0.0,-0.000261,-0.384613,0.0,0
0.115001,0.0,-0.000261,-0.384613,0.0,0
0.115999,0.0,-0.000261,-0.384613,0.0,0
0.116999,0.0,-0.000261,-0.384613,0.0,0
0.117998,0.0,-0.000261,-0.164841,0.0,0
0.118996,0.0,-0.000261,-0.384613,0.0,0
0.119996,0.0,-0.000261,-0.384613,0.0,0
0.120997,0.0,-0.000261,-0.164841,0.0,0
0.121997,0.0,-0.000261,-0.164841,0.0,0
0.123002,0.0,-0.000261,-0.384613,0.0,0
0.124,0.0,-0.000261,-0.274719,0.0,0
0.125001,0.0,-0.000261,-0.054947,0.0,0
0.126001,0.0,-0.000261,-0.384613,0.0,0
0.126995,0.0,-0.000261,-0.494507,0.0,0
0.127998,0.0,-0.000261,-0.494507,0.0,0
0.129001,0.0,-0.000261,-0.164841,0.0,0
0.129999,0.0,-0.000261,-0.494507,0.0,0
0.131001,0.0,-0.000261,-0.384613,0.0,0
0.132002,0.0,-0.000261,-0.384613,0.0,0
0.133002,0.0,-0.000261,-0.054947,0.0,0
0.134001,0.0,-0.000261,-0.384613,0.0,0
0.135001,0.0,-0.000261,-0.384613,0.0,0
0.135999,0.0,-0.000261,-0.274719,0.0,0
0.137001,0.0,-0.000261,-0.384613,0.0,0
0.138001,0.0,-0.000261,-0.164841,0.0,0
0.139,0.0,-0.000261,-0.164841,0.0,0
0.139998,0.0,-0.000261,-0.494507,0.0,0
0.141001,0.0,-0.000261,-0.384613,0.0,0
0.142003,0.0,-0.000261,-0.384613,0.0,0
0.143001,0.0,-0.000261,-0.384613,0.0,0
0.143998,0.0,-0.000261,-0.494507,0.0,0
0.144999,0.0,-0.000261,-0.274719,0.0,0
0.146002,0.0,-0.000261,-0.384613,0.0,0
0.147002,0.0,-0.000261,-0.384613,0.0,0
0.148001,0.0,-0.000261,-0.164841,0.0,0
0.149002,0.0,-0.000261,-0.384613,0.0,0
0.150001,0.0,-0.000261,-0.164841,0.0,0
0.150999,0.0,-0.000261,-0.494507,0.0,0
0.151998,0.0,-0.000261,-0.494507,0.0,0
0.153001,0.0,-0.000261,-0.384613,0.0,0
0.154001,0.0,-0.000261,-0.164841,0.0,0
0.154998,0.0,-0.000261,-0.274719,0.0,0
0.155998,0.0,-0.000261,-0.274719,0.0,0
0.157002,0.0,-0.000261,-0.164841,0.0,0
0.158002,0.0,-0.000261,-0.384613,0.0,0
0.158998,0.0,-0.000261,-0.494507,0.0,0
0.159998,0.0,-0.000261,-0.494507,0.0,0
0.160998,0.0,-0.000261,-0.494507,0.0,0
0.161999,0.0,-0.000261,-0.384613,0.0,0
0.162998,0.0,-0.000261,-0.494507,0.0,0
0.163997,0.0,-0.000261,-0.274719,0.0,0
0.164997,0.0,-0.000261,-0.274719,0.0,0
0.165997,0.0,-0.000261,-0.274719,0.0,0
0.167001,0.0,-0.000261,-0.164841,0.0,0
0.167996,0.0,-0.000261,-0.494507,0.0,0
0.168997,0.0,-0.000261,-0.384613,0.0,0
0.169997,0.0,-0.000261,-0.384613,0.0,0
0.170995,0.0,-0.000261,-0.494507,0.0,0
0.171995,0.0,-0.000261,-0.494507,0.0,0
0.172997,0.0,-0.000261,-0.164841,0.0,0
0.173995,0.0,-0.000261,-0.494507,0.0,0
0.174997,0.0,-0.000261,-0.164841,0.0,0
0.175997,0.0,-0.000261,-0.164841,0.0,0
0.176997,0.0,-0.000261,-0.384613,0.0,0
0.177997,0.0,-0.000261,-0.164841,0.0,0
0.178997,0.0,-0.000261,-0.384613,0.0,0
0.179994,0.0,-0.000261,-0.384613,0.0,0
0.180993,0.0,-0.000261,-0.274719,0.0,0
0.181996,0.0,-0.000261,-0.384613,0.0,0
0.182995,0.0,-0.000261,-0.164841,0.0,0
0.183995,0.0,-0.000261,-0.384613,0.0,0
0.184994,0.0,-0.000261,-0.384613,0.0,0
0.185993,0.0,-0.000261,-0.384613,0.0,0
0.186994,0.0,-0.000261,-0.384613,0.0,0
0.187995,0.0,-0.000261,-0.384613,0.0,0
0.188995,0.0,-0.000261,-0.384613,0.0,0
0.18999,0.0,-0.000261,-0.274719,0.0,0
0.19099,0.0,-0.000261,-0.274719,0.0,0
0.191991,0.0,-0.000261,-0.494507,0.0,0
0.192991,0.0,-0.000261,-0.494507,0.0,0
0.193993,0.0,-0.000261,-0.164841,0.0,0
0.194991,0.0,-0.000261,-0.164841,0.0,0
0.195992,0.0,-0.000261,-0.384613,0.0,0
0.196992,0.0,-0.000261,-0.384613,0.0,0
0.197993,0.0,-0.000261,-0.384613,0.0,0
0.198991,0.0,-0.000261,-0.494507,0.0,0
0.199991,0.0,-0.000261,-0.164841,0.0,0
0.20099,0.0,-0.000261,-0.164841,0.0,0
0.201991,0.0,-0.000261,-0.384613,0.0,0
0.202989,0.0,-0.000261,-0.494507,0.0,0
0.20399,0.0,-0.000261,-0.384613,0.0,0
0.205002,0.0,-0.000261,-0.384613,0.0,0
