time_s,u,y,cr,pe,rmse
0.0,-0.0,0.001646,0.054947,0.076108,0
0.000999,-0.0,0.001646,0.054947,0.075395,0
0.002001,-0.0,0.001646,0.054947,0.074026,0
0.002999,-0.0,0.001646,0.054947,0.072077,0
0.003997,-0.0,0.001646,-0.054947,0.069623,0
0.004998,-0.0,0.001646,0.054947,0.066734,0
0.005999,-0.0,0.001646,0.054947,0.063481,0
0.007002,-0.0,0.001646,0.054947,0.059929,0
0.007996,-0.0,0.001265,0.054947,0.05614,0
0.008997,-0.0,0.001265,-0.054947,0.052175,0
0.009999,-0.0,0.001265,0.054947,0.048088,0
0.010999,-0.0,0.001265,-0.054947,0.043929,0
0.011998,-0.0,0.001265,-0.054947,0.039745,0
0.012998,-0.0,0.001265,0.054947,0.03558,0
0.013997,-0.0,0.001265,0.054947,0.031471,0
0.014993,-0.0,0.001265,0.054947,0.027452,0
0.015996,-0.0,0.001265,-0.054947,0.023553,0
0.016998,-0.0,0.001265,-0.054947,0.019801,0
0.017999,-0.0,0.001265,-0.164841,0.016217,0
0.018994,-0.0,0.001265,-0.054947,0.012819,0
0.019995,-0.0,0.000883,-0.054947,0.009623,0
0.020997,-0.0,0.000883,-0.054947,0.00664,0
0.021999,-0.0,0.000883,-0.054947,0.003878,0
0.022994,-0.0,0.000883,-0.054947,0.001342,0
0.023994,-0.0,0.000883,-0.054947,-0.000964,0
0.024994,-0.0,0.000883,-0.164841,-0.003041,0
0.025994,-0.0,0.000883,-0.054947,-0.00489,0
0.026997,-0.0,0.000883,-0.164841,-0.006516,0
0.027993,-0.0,0.000883,-0.054947,-0.007924,0
0.028996,-0.0,0.000883,-0.164841,-0.009121,0
0.029993,-0.0,0.000502,-0.054947,-0.010117,0
0.030997,-0.0,0.000502,-0.054947,-0.01092,0
0.031997,-0.0,0.000502,-0.054947,-0.011542,0
0.032999,-0.0,0.000502,-0.054947,-0.011993,0
0.033997,-0.0,0.000502,-0.164841,-0.012287,0
0.034994,-0.0,0.000502,-0.054947,-0.012434,0
0.035996,-0.0,0.000502,-0.054947,-0.012448,0
0.036996,-0.0,0.000502,-0.054947,-0.012341,0
0.037997,-0.0,0.000502,-0.054947,-0.012126,0
0.038995,-0.0,0.000502,-0.054947,-0.011815,0
0.039993,-0.0,0.000502,-0.054947,-0.01142,0
0.040994,-0.0,0.000502,-0.054947,-0.010953,0
0.041997,-0.0,0.000502,-0.054947,-0.010426,0
0.042996,-0.0,0.00012,-0.054947,-0.009849,0
0.04399,-0.0,0.00012,-0.054947,-0.009232,0
0.045003,-0.0,0.00012,0.054947,-0.008586,0
0.046003,-0.0,0.00012,-0.164841,-0.007919,0
0.046995,-0.0,0.00012,-0.054947,-0.00724,0
0.047988,-0.0,0.00012,-0.054947,-0.006556,0
0.048991,-0.0,0.00012,-0.054947,-0.005875,0
0.049987,-0.0,0.00012,0.054947,-0.005202,0
0.050986,-0.0,0.00012,0.054947,-0.004543,0
0.051994,-0.0,0.00012,-0.054947,-0.003904,0
0.052989,-0.0,0.00012,-0.054947,-0.003288,0
0.053989,-0.0,0.00012,-0.054947,-0.0027,0
0.05499,-0.0,0.00012,-0.054947,-0.002142,0
0.055991,-0.0,0.00012,-0.054947,-0.001616,0
0.056996,-0.0,0.00012,-0.054947,-0.001126,0
0.057998,-0.0,0.00012,0.054947,-0.000671,0
0.058997,-0.0,0.00012,-0.054947,-0.000253,0
