time_s,u,y,cr,pe,rmse
0.0,-0.0,0.001455,-0.164841,0.076108,0
0.000997,-0.0,0.001455,-0.164841,0.075395,0
0.001997,-0.0,0.001455,-0.384613,0.074026,0
0.002998,-0.0,0.001455,-0.054947,0.072077,0
0.003998,-0.0,0.001455,-0.384613,0.069623,0
0.004994,-0.0,0.001836,-0.054947,0.066734,0
0.005998,-0.0,0.001836,-0.384613,0.063481,0
0.007003,-0.0,0.001836,-0.384613,0.059929,0
0.008005,-0.0,0.001455,-0.384613,0.05614,0
0.008989,-0.0,0.001455,-0.274719,0.052175,0
0.009989,-0.0,0.001455,-0.274719,0.048088,0
0.010989,-0.0,0.001455,-0.274719,0.043929,0
0.011989,-0.0,0.001455,-0.274719,0.039745,0
0.01299,-0.0,0.001455,-0.274719,0.03558,0
0.01399,-0.0,0.001455,-0.384613,0.031471,0
0.014993,-0.0,0.001455,-0.164841,0.027452,0
0.015997,-0.0,0.001455,-0.274719,0.023553,0
0.017,-0.0,0.001455,-0.054947,0.019801,0
0.01799,-0.0,0.001455,-0.274719,0.016217,0
0.018989,-0.0,0.001455,-0.274719,0.012819,0
0.019987,-0.0,0.001074,-0.274719,0.009623,0
0.020994,-0.0,0.001074,-0.274719,0.00664,0
0.021994,-0.0,0.001074,-0.384613,0.003878,0
0.022991,-0.0,0.001074,-0.384613,0.001342,0
0.024,-0.0,0.001074,-0.164841,-0.000964,0
0.024996,-0.0,0.001074,-0.604401,-0.003041,0
0.025992,-0.0,0.000692,-0.164841,-0.00489,0
0.02699,-0.0,0.000692,-0.494507,-0.006516,0
0.027999,-0.0,0.000692,-0.274719,-0.007924,0
0.028997,-0.0,0.000311,-0.274719,-0.009121,0
0.02999,-0.0,0.000311,-0.164841,-0.010117,0
0.030994,-0.0,0.000311,-0.384613,-0.01092,0
0.031991,-0.0,-7.1e-05,-0.164841,-0.011542,0
0.032988,-0.0,-7.1e-05,-0.274719,-0.011993,0
0.034,-0.0,-7.1e-05,-0.054947,-0.012287,0
0.034987,-0.0,-0.000452,-0.274719,-0.012434,0
0.035995,-0.0,-0.000452,-0.054947,-0.012448,0
0.036998,-0.0,-0.000452,-0.164841,-0.012341,0
