time_s,u,y,cr,pe,rmse
0.0,0.0,0.001646,0.274719,0.0,0
0.000999,0.0,0.001646,0.164841,0.0,0
0.001998,0.0,0.001646,0.054947,0.0,0
0.002999,0.0,0.001646,0.164841,0.0,0
0.004,0.0,0.001646,0.164841,0.0,0
0.004999,0.0,0.001646,0.054947,0.0,0
0.006,0.0,0.001646,0.274719,0.0,0
0.006999,0.0,0.001646,0.164841,0.0,0
0.008001,0.0,0.001646,0.164841,0.0,0
0.008997,0.0,0.001646,0.054947,0.0,0
0.010008,0.0,0.001646,0.054947,0.0,0
0.010996,0.0,0.001646,0.164841,0.0,0
0.011998,0.0,0.001646,0.164841,0.0,0
0.012996,0.0,0.001646,0.054947,0.0,0
0.013998,0.0,0.001646,0.164841,0.0,0
0.014996,0.0,0.001646,0.054947,0.0,0
0.016006,0.0,0.001646,0.054947,0.0,0
0.017007,0.0,0.001265,0.054947,0.0,0
0.018011,0.0,0.001265,-0.054947,0.0,0
0.019011,0.0,0.001265,0.054947,0.0,0
0.020015,0.0,0.001265,0.054947,0.0,0
0.021011,0.0,0.001265,0.054947,0.0,0
0.022009,0.0,0.001265,0.054947,0.0,0
0.023011,0.0,0.001265,0.054947,0.0,0
0.024008,0.0,0.001265,-0.054947,0.0,0
0.025011,0.0,0.001265,0.054947,0.0,0
0.02601,0.0,0.001265,0.054947,0.0,0
0.027003,0.0,0.001265,-0.054947,0.0,0
0.028006,0.0,0.001265,-0.054947,0.0,0
0.029008,0.0,0.000883,-0.054947,0.0,0
0.030003,0.0,0.000883,0.054947,0.0,0
0.031009,0.0,0.000883,0.054947,0.0,0
0.032005,0.0,0.000883,-0.054947,0.0,0
0.033004,0.0,0.000883,-0.054947,0.0,0
0.03401,0.0,0.000883,0.164841,0.0,0
0.035004,0.0,0.000883,0.054947,0.0,0
0.036006,0.0,0.000883,0.054947,0.0,0
0.037004,0.0,0.000883,-0.054947,0.0,0
0.038007,0.0,0.000883,-0.054947,0.0,0
0.039006,0.0,0.000502,0.054947,0.0,0
0.040003,0.0,0.000502,-0.054947,0.0,0
0.041006,0.0,0.000502,0.054947,0.0,0
0.042003,0.0,0.000502,0.054947,0.0,0
0.043003,0.0,0.000502,0.054947,0.0,0
0.044002,0.0,0.000502,0.054947,0.0,0
0.045002,0.0,0.000502,0.054947,0.0,0
0.046003,0.0,0.000502,-0.054947,0.0,0
0.046998,0.0,0.000502,0.054947,0.0,0
0.048003,0.0,0.000502,0.054947,0.0,0
0.049002,0.0,0.000502,-0.054947,0.0,0
0.050002,0.0,0.000502,0.164841,0.0,0
0.051002,0.0,0.000502,-0.054947,0.0,0
0.052004,0.0,0.000502,0.054947,0.0,0
0.053001,0.0,0.000502,0.054947,0.0,0
0.054006,0.0,0.00012,0.054947,0.0,0
0.055014,0.0,0.00012,-0.054947,0.0,0
0.056,0.0,0.00012,0.164841,0.0,0
0.057003,0.0,0.00012,-0.054947,0.0,0
0.058001,0.0,0.00012,-0.054947,0.0,0
0.059002,0.0,0.00012,0.054947,0.0,0
0.060002,0.0,0.00012,-0.054947,0.0,0
0.061001,0.0,0.00012,0.054947,0.0,0
0.062,0.0,0.00012,-0.054947,0.0,0
0.062998,0.0,0.00012,0.054947,0.0,0
0.064005,0.0,0.00012,-0.054947,0.0,0
0.065008,0.0,0.00012,-0.054947,0.0,0
0.066007,0.0,0.00012,-0.054947,0.0,0
