time_s,u,y,cr,pe,rmse
0.0,0.0,0.001455,0.274719,0.0,0
0.001002,0.0,0.001455,0.164841,0.0,0
0.002001,0.0,0.001455,0.274719,0.0,0
0.003003,0.0,0.001455,0.274719,0.0,0
0.003997,0.0,0.001455,0.384613,0.0,0
0.004999,0.0,0.001455,0.164841,0.0,0
0.006002,0.0,0.001455,0.164841,0.0,0
0.006996,0.0,0.001074,0.274719,0.0,0
0.007995,0.0,0.001074,0.274719,0.0,0
0.008999,0.0,0.001074,0.164841,0.0,0
0.010003,0.0,0.001074,0.164841,0.0,0
0.010999,0.0,0.001074,0.164841,0.0,0
0.011999,0.0,0.001074,0.164841,0.0,0
0.012998,0.0,0.001074,0.164841,0.0,0
0.013992,0.0,0.001074,0.274719,0.0,0
0.014998,0.0,0.001074,0.054947,0.0,0
0.016005,0.0,0.001074,0.054947,0.0,0
0.017004,0.0,0.001074,0.164841,0.0,0
0.018004,0.0,0.001074,0.054947,0.0,0
0.019003,0.0,0.001074,0.164841,0.0,0
0.020003,0.0,0.001074,0.164841,0.0,0
0.021001,0.0,0.001074,-0.054947,0.0,0
0.021999,0.0,0.001074,0.274719,0.0,0
0.023003,0.0,0.001074,0.164841,0.0,0
0.023998,0.0,0.001074,0.274719,0.0,0
0.025003,0.0,0.001074,0.164841,0.0,0
0.026004,0.0,0.001074,0.164841,0.0,0
0.027001,0.0,0.001074,0.054947,0.0,0
0.028,0.0,0.001074,0.164841,0.0,0
0.029006,0.0,0.001074,0.054947,0.0,0
0.030006,0.0,0.001074,0.054947,0.0,0
0.031006,0.0,0.001074,0.054947,0.0,0
0.032005,0.0,0.001074,0.054947,0.0,0
0.033006,0.0,0.001074,0.054947,0.0,0
0.034005,0.0,0.001074,0.054947,0.0,0
0.035005,0.0,0.001074,0.054947,0.0,0
0.036006,0.0,0.001074,0.054947,0.0,0
0.037007,0.0,0.001074,0.164841,0.0,0
0.038006,0.0,0.000693,0.164841,0.0,0
0.038996,0.0,0.000693,-0.054947,0.0,0
0.039999,0.0,0.000693,0.054947,0.0,0
0.040996,0.0,0.000693,0.054947,0.0,0
0.042,0.0,0.000693,0.054947,0.0,0
0.043001,0.0,0.000693,0.054947,0.0,0
0.044,0.0,0.000693,0.164841,0.0,0
0.045,0.0,0.000693,0.054947,0.0,0
0.046,0.0,0.000693,-0.054947,0.0,0
0.047006,0.0,0.000693,-0.054947,0.0,0
0.048003,0.0,0.000693,0.054947,0.0,0
0.049004,0.0,0.000693,-0.054947,0.0,0
0.050003,0.0,0.000693,-0.054947,0.0,0
0.051006,0.0,0.000693,0.054947,0.0,0
0.052003,0.0,0.000693,0.054947,0.0,0
0.052997,0.0,0.000693,0.054947,0.0,0
0.053997,0.0,0.000693,0.054947,0.0,0
0.054998,0.0,0.000693,-0.164841,0.0,0
0.056004,0.0,0.000693,-0.054947,0.0,0
0.057004,0.0,0.000693,-0.054947,0.0,0
0.058002,0.0,0.000693,-0.054947,0.0,0
0.059002,0.0,0.000693,0.054947,0.0,0
0.060005,0.0,0.000693,-0.054947,0.0,0
0.061004,0.0,0.000693,-0.054947,0.0,0
0.062,0.0,0.000693,0.054947,0.0,0
0.063006,0.0,0.000693,-0.054947,0.0,0
0.064006,0.0,0.000693,-0.054947,0.0,0
0.065004,0.0,0.000693,-0.054947,0.0,0
0.066003,0.0,0.000693,0.054947,0.0,0
0.067001,0.0,0.000693,0.164841,0.0,0
0.068002,0.0,0.000693,0.054947,0.0,0
0.069005,0.0,0.000693,-0.054947,0.0,0
0.070005,0.0,0.000693,-0.054947,0.0,0
0.070999,0.0,0.000693,0.054947,0.0,0
0.071999,0.0,0.000693,0.164841,0.0,0
0.073004,0.0,0.000693,-0.054947,0.0,0
0.074003,0.0,0.000693,0.054947,0.0,0
0.075001,0.0,0.000693,0.054947,0.0,0
0.076002,0.0,0.000693,-0.054947,0.0,0
0.077004,0.0,0.000693,-0.054947,0.0,0
0.077999,0.0,0.000693,0.054947,0.0,0
0.078999,0.0,0.000693,0.054947,0.0,0
0.080002,0.0,0.000693,0.164841,0.0,0
0.080998,0.0,0.000693,0.054947,0.0,0
0.082003,0.0,0.000693,-0.054947,0.0,0
0.083004,0.0,0.000693,-0.054947,0.0,0
0.084002,0.0,0.000693,-0.054947,0.0,0
0.085001,0.0,0.000693,-0.054947,0.0,0
0.086002,0.0,0.000693,0.164841,0.0,0
0.086997,0.0,0.000693,0.054947,0.0,0
0.088,0.0,0.000693,0.054947,0.0,0
0.089001,0.0,0.000693,-0.054947,0.0,0
0.090001,0.0,0.000693,-0.054947,0.0,0
0.091,0.0,0.000693,-0.054947,0.0,0
0.092004,0.0,0.000693,-0.054947,0.0,0
0.093,0.0,0.000693,-0.054947,0.0,0
0.094001,0.0,0.000693,-0.054947,0.0,0
0.094995,0.0,0.000693,0.054947,0.0,0
0.095998,0.0,0.000693,-0.054947,0.0,0
0.097,0.0,0.000693,-0.054947,0.0,0
0.097999,0.0,0.000693,-0.054947,0.0,0
0.099,0.0,0.000693,-0.054947,0.0,0
0.099997,0.0,0.000693,-0.164841,0.0,0
0.100995,0.0,0.000693,0.054947,0.0,0
0.102,0.0,0.000693,-0.054947,0.0,0
0.102997,0.0,0.000693,-0.054947,0.0,0
0.104,0.0,0.000693,-0.054947,0.0,0
0.104997,0.0,0.000311,-0.054947,0.0,0
0.105997,0.0,0.000311,-0.054947,0.0,0
0.106993,0.0,0.000311,-0.164841,0.0,0
0.108001,0.0,0.000311,-0.054947,0.0,0
0.108998,0.0,0.000311,0.054947,0.0,0
0.109997,0.0,0.000311,-0.054947,0.0,0
0.110998,0.0,0.000311,-0.054947,0.0,0
0.111995,0.0,0.000311,-0.054947,0.0,0
0.112996,0.0,0.000311,-0.054947,0.0,0
0.113994,0.0,0.000311,-0.054947,0.0,0
0.114994,0.0,0.000311,-0.054947,0.0,0
0.116003,0.0,0.000311,0.054947,0.0,0
0.117008,0.0,0.000311,-0.054947,0.0,0
0.118011,0.0,0.000311,-0.054947,0.0,0
0.118989,0.0,0.000311,-0.164841,0.0,0
0.119991,0.0,0.000311,0.054947,0.0,0
0.121005,0.0,0.000311,-0.054947,0.0,0
0.122005,0.0,0.000311,-0.054947,0.0,0
0.123003,0.0,0.000311,-0.054947,0.0,0
0.124004,0.0,0.000311,-0.054947,0.0,0
0.125005,0.0,0.000311,-0.054947,0.0,0
0.126003,0.0,0.000311,-0.054947,0.0,0
0.127003,0.0,0.000311,-0.054947,0.0,0
0.128004,0.0,0.000311,-0.054947,0.0,0
0.129005,0.0,0.000311,-0.054947,0.0,0
0.130005,0.0,0.000311,-0.054947,0.0,0
0.131005,0.0,0.000311,-0.054947,0.0,0
0.132004,0.0,0.000311,-0.054947,0.0,0
0.133002,0.0,0.000311,-0.164841,0.0,0
0.134007,0.0,0.000311,-0.054947,0.0,0
0.135009,0.0,0.000311,-0.054947,0.0,0
0.136006,0.0,0.000311,-0.054947,0.0,0
0.137007,0.0,0.000311,-0.054947,0.0,0
0.138003,0.0,0.000311,-0.054947,0.0,0
0.139004,0.0,0.000311,-0.164841,0.0,0
0.140006,0.0,0.000311,-0.054947,0.0,0
0.141005,0.0,0.000311,-0.054947,0.0,0
0.142004,0.0,0.000311,-0.164841,0.0,0
0.143005,0.0,0.000311,-0.054947,0.0,0
0.144004,0.0,0.000311,-0.054947,0.0,0
0.145002,0.0,0.000311,-0.164841,0.0,0
0.146004,0.0,0.000311,-0.054947,0.0,0
0.147004,0.0,0.000311,-0.054947,0.0,0
0.148005,0.0,0.000311,-0.054947,0.0,0
0.149002,0.0,0.000311,-0.054947,0.0,0
0.150005,0.0,0.000311,-0.054947,0.0,0
0.151005,0.0,0.000311,-0.054947,0.0,0
0.152003,0.0,0.000311,-0.054947,0.0,0
0.153001,0.0,0.000311,-0.054947,0.0,0
0.154001,0.0,0.000311,-0.054947,0.0,0
0.155004,0.0,0.000311,-0.054947,0.0,0
0.156001,0.0,0.000311,-0.054947,0.0,0
0.156999,0.0,0.000311,-0.164841,0.0,0
0.158004,0.0,0.000311,-0.054947,0.0,0
0.159,0.0,0.000311,-0.054947,0.0,0
0.159998,0.0,0.000311,-0.164841,0.0,0
0.161003,0.0,0.000311,-0.054947,0.0,0
0.162,0.0,0.000311,-0.054947,0.0,0
0.162999,0.0,0.000311,-0.164841,0.0,0
0.164007,0.0,0.000311,-0.054947,0.0,0
0.165005,0.0,0.000311,-0.054947,0.0,0
