time_s,u,y,cr,pe,rmse
0.0,0.0,-0.000452,-0.604401,0.228323,0
0.001004,0.0,-0.000452,-0.164841,0.226184,0
0.002,0.0,-0.000452,-0.054947,0.222077,0
0.003003,0.0,-0.000452,0.054947,0.216231,0
0.003997,0.0,-0.000452,-0.494507,0.208867,0
0.004999,0.0,-0.000452,-0.604401,0.200201,0
0.006004,0.0,-0.000452,-0.164841,0.190441,0
0.006996,0.0,-0.000452,-0.604401,0.179785,0
0.008001,0.0,-0.000452,-0.164841,0.168421,0
0.008999,0.0,-0.000452,-0.054947,0.156525,0
0.010005,0.0,-0.000452,-0.164841,0.144262,0
0.011005,0.0,-0.000452,0.054947,0.131786,0
0.011997,0.0,-0.000452,-0.384613,0.119235,0
0.013001,0.0,-0.000452,0.054947,0.106739,0
0.013999,0.0,-0.000452,0.054947,0.094412,0
0.015003,0.0,-0.000452,-0.274719,0.082355,0
0.016005,0.0,-0.000452,-0.164841,0.070659,0
0.017003,0.0,-0.000452,-0.054947,0.059402,0
0.018002,0.0,-0.000452,-0.274719,0.04865,0
0.018997,0.0,-0.000452,-0.054947,0.038457,0
0.020004,0.0,-0.000452,-0.714279,0.028869,0
0.021004,0.0,-0.000452,-0.054947,0.019919,0
0.021998,0.0,-0.000452,-0.604401,0.011633,0
0.023004,0.0,-0.000452,-0.164841,0.004026,0
0.024005,0.0,-0.000452,0.054947,-0.002893,0
0.025003,0.0,-0.000452,-0.604401,-0.009123,0
0.026001,0.0,-0.000452,-0.054947,-0.014671,0
0.027006,0.0,-0.000452,-0.164841,-0.019548,0
0.027999,0.0,-0.000452,-0.054947,-0.023772,0
0.029003,0.0,-0.000452,-0.164841,-0.027364,0
0.029999,0.0,-0.000452,-0.604401,-0.03035,0
0.030998,0.0,-0.000452,-0.494507,-0.03276,0
0.031999,0.0,-0.000452,-0.054947,-0.034625,0
0.032996,0.0,-0.000452,-0.604401,-0.03598,0
0.034001,0.0,-0.000452,-0.054947,-0.03686,0
0.034997,0.0,-0.000452,-0.274719,-0.037302,0
0.035997,0.0,-0.000452,-0.384613,-0.037344,0
0.037002,0.0,-0.000452,-0.494507,-0.037023,0
0.038001,0.0,-0.000452,-0.604401,-0.036377,0
0.039002,0.0,-0.000452,-0.274719,-0.035444,0
0.040001,0.0,-0.000452,-0.494507,-0.03426,0
0.041004,0.0,-0.000452,-0.274719,-0.03286,0
0.042002,0.0,-0.000452,-0.274719,-0.031278,0
0.043002,0.0,-0.000452,-0.054947,-0.029547,0
0.044,0.0,-0.000452,-0.494507,-0.027697,0
0.045005,0.0,-0.000452,-0.164841,-0.025759,0
0.046,0.0,-0.000452,-0.274719,-0.023758,0
0.047003,0.0,-0.000452,-0.604401,-0.02172,0
0.048004,0.0,-0.000452,-0.054947,-0.019668,0
0.049004,0.0,-0.000452,-0.274719,-0.017624,0
0.050004,0.0,-0.000452,-0.494507,-0.015605,0
0.051002,0.0,-0.000452,-0.274719,-0.01363,0
0.052002,0.0,-0.000452,-0.274719,-0.011712,0
0.053006,0.0,-0.000452,-0.274719,-0.009865,0
0.054006,0.0,-0.000452,-0.164841,-0.0081,0
0.055006,0.0,-0.000452,-0.274719,-0.006425,0
0.056001,0.0,-0.000452,-0.494507,-0.004849,0
0.057003,0.0,-0.000452,-0.494507,-0.003377,0
0.058001,0.0,-0.000452,-0.274719,-0.002012,0
0.059003,0.0,-0.000452,-0.274719,-0.000759,0
0.060005,0.0,-0.000452,-0.494507,0.000382,0
0.061005,0.0,-0.000452,-0.384613,0.00141,0
0.062005,0.0,-0.000452,-0.604401,0.002326,0
0.063006,0.0,-0.000452,-0.274719,0.003133,0
0.064003,0.0,-0.000452,-0.494507,0.003832,0
0.065003,0.0,-0.000452,-0.494507,0.004428,0
0.066002,0.0,-0.000452,-0.494507,0.004925,0
0.067002,0.0,-0.000452,-0.494507,0.005326,0
0.068004,0.0,-0.000452,-0.494507,0.005639,0
0.069005,0.0,-0.000452,-0.054947,0.005867,0
0.070006,0.0,-0.000452,-0.164841,0.006017,0
0.071005,0.0,-0.000452,-0.604401,0.006095,0
0.072001,0.0,-0.000452,-0.494507,0.006107,0
0.073003,0.0,-0.000452,-0.384613,0.00606,0
0.074004,0.0,-0.000452,-0.054947,0.005958,0
0.075005,0.0,-0.000452,-0.164841,0.00581,0
0.076003,0.0,-0.000452,-0.054947,0.005619,0
0.077003,0.0,-0.000452,-0.274719,0.005393,0
0.078001,0.0,-0.000452,-0.714279,0.005137,0
0.079,0.0,-0.000452,-0.604401,0.004856,0
0.080002,0.0,-0.000452,-0.494507,0.004555,0
0.081004,0.0,-0.000452,-0.714279,0.004239,0
0.082002,0.0,-0.000452,-0.274719,0.003912,0
0.083001,0.0,-0.000452,-0.384613,0.00358,0
0.083999,0.0,-0.000452,-0.384613,0.003244,0
0.085001,0.0,-0.000452,-0.274719,0.00291,0
0.085999,0.0,-0.000452,-0.274719,0.002579,0
0.087001,0.0,-0.000452,-0.054947,0.002255,0
0.087997,0.0,-0.000452,-0.274719,0.001941,0
0.089,0.0,-0.000452,-0.384613,0.001638,0
0.090001,0.0,-0.000452,-0.714279,0.001348,0
0.091,0.0,-0.000452,-0.274719,0.001073,0
0.091998,0.0,-0.000452,-0.274719,0.000814,0
0.092996,0.0,-0.000452,-0.274719,0.000572,0
0.093997,0.0,-0.000452,-0.274719,0.000347,0
0.095001,0.0,-0.000452,-0.164841,0.000141,0
0.095996,0.0,-0.000452,-0.274719,-4.7e-05,0
0.096998,0.0,-0.000452,-0.384613,-0.000217,0
0.097997,0.0,-0.000452,-0.164841,-0.000368,0
0.098999,0.0,-0.000452,-0.054947,-0.000502,0
0.1,0.0,-0.000452,-0.164841,-0.000618,0
0.100998,0.0,-0.000452,-0.384613,-0.000716,0
0.101995,0.0,-0.000452,-0.384613,-0.000799,0
0.102997,0.0,-0.000452,-0.384613,-0.000866,0
0.103998,0.0,-0.000452,-0.164841,-0.000918,0
0.104997,0.0,-0.000452,-0.384613,-0.000957,0
0.105994,0.0,-0.000452,-0.384613,-0.000982,0
0.106994,0.0,-0.000452,-0.384613,-0.000996,0
